sequence,frame_id,raw_points,removed_ground_points,nonground_points,algorithm,csf_ms,cluster_ms,total_ms,cluster_fps,total_fps,clusters
02,000061,117382,105185,12197,FEC,71.684076,5.241621,76.925697,190.780676,12.999557,6
02,000062,117883,105620,12263,FEC,62.987155,5.294965,68.282120,188.858661,14.645122,6
02,000063,118156,106594,11562,FEC,68.692376,5.345898,74.038274,187.059312,13.506528,7
02,000064,117969,105913,12056,FEC,72.349771,5.296707,77.646478,188.796548,12.878884,9
02,000065,118120,106711,11409,FEC,72.603884,5.041959,77.645843,198.335607,12.878990,7
02,000066,118041,106353,11688,FEC,69.312192,5.133234,74.445426,194.808964,13.432659,8
02,000067,118286,106174,12112,FEC,76.573523,5.304081,81.877604,188.534074,12.213352,8
02,000068,118444,106708,11736,FEC,81.557115,5.360441,86.917556,186.551815,11.505156,7
02,000069,118622,107017,11605,FEC,81.563281,5.845009,87.408290,171.086135,11.440562,8
02,000070,118924,106541,12383,FEC,79.937901,6.257984,86.195885,159.795870,11.601482,9
02,000071,119697,106477,13220,FEC,82.184637,5.986099,88.170736,167.053702,11.341632,12
02,000072,120143,106359,13784,FEC,88.214797,6.030754,94.245551,165.816745,10.610580,12
02,000073,120613,105836,14777,FEC,77.342653,6.683496,84.026149,149.622293,11.901057,12
02,000074,120794,105109,15685,FEC,91.001756,6.776194,97.777950,147.575468,10.227255,15
02,000075,120834,104944,15890,FEC,89.251909,7.245785,96.497694,138.011271,10.362942,12
02,000076,120832,104012,16820,FEC,82.756058,7.243451,89.999509,138.055742,11.111172,14
02,000077,121135,103595,17540,FEC,73.084191,7.679787,80.763978,130.211945,12.381758,12
02,000078,121430,103240,18190,FEC,77.869221,8.320585,86.189806,120.183857,11.602300,14
02,000079,121515,103189,18326,FEC,75.429582,7.472630,82.902212,133.821693,12.062404,14
02,000080,121510,103461,18049,FEC,84.019331,7.304588,91.323919,136.900260,10.950034,14
02,000081,121532,101567,19965,FEC,70.252370,8.242406,78.494776,121.323798,12.739701,15
02,000082,121665,102768,18897,FEC,67.676902,7.800299,75.477201,128.200214,13.249034,13
02,000083,121811,101367,20444,FEC,70.327776,8.316398,78.644174,120.244365,12.715500,13
02,000084,122188,101070,21118,FEC,63.667156,8.587629,72.254785,116.446577,13.839914,13
02,000085,122908,99808,23100,FEC,61.485379,10.218366,71.703745,97.863005,13.946273,16
02,000086,123237,99340,23897,FEC,79.931931,9.913872,89.845803,100.868762,11.130180,16
02,000087,123219,99911,23308,FEC,59.736084,9.816105,69.552189,101.873401,14.377693,14
