sequence,frame_id,raw_points,removed_ground_points,nonground_points,algorithm,csf_ms,cluster_ms,total_ms,cluster_fps,total_fps,clusters
02,000031,123076,105438,17638,EC,300.844828,13.212310,314.057138,75.686992,3.184134,11
02,000032,122917,105742,17175,EC,231.994368,12.674636,244.669004,78.897729,4.087154,9
02,000033,122775,103949,18826,EC,336.429275,15.306968,351.736243,65.329724,2.843039,11
02,000034,122511,104710,17801,EC,263.822172,13.656203,277.478375,73.226797,3.603884,11
02,000035,122347,104100,18247,EC,387.820395,14.237579,402.057974,70.236660,2.487203,10
02,000036,122263,104815,17448,EC,257.123464,13.316056,270.439520,75.097311,3.697684,12
02,000037,122194,104300,17894,EC,198.109443,13.451570,211.561013,74.340765,4.726769,12
02,000038,122052,104893,17159,EC,167.067340,12.559023,179.626363,79.624028,5.567112,9
02,000039,121991,104841,17150,EC,98.054088,13.332874,111.386962,75.002584,8.977711,10
02,000040,121879,104060,17819,EC,255.543894,13.054255,268.598149,76.603376,3.723034,11
02,000041,121805,103868,17937,EC,243.382883,12.900704,256.283587,77.515150,3.901928,12
02,000042,121689,106320,15369,EC,98.770175,11.592535,110.362710,86.262409,9.061032,10
02,000043,121725,106160,15565,EC,92.682638,10.993059,103.675697,90.966491,9.645462,9
02,000044,121513,106423,15090,EC,133.040988,11.310759,144.351747,88.411397,6.927523,8
02,000045,121181,106081,15100,EC,96.637300,11.024210,107.661510,90.709448,9.288371,9
02,000046,121043,106000,15043,EC,114.770618,10.817044,125.587662,92.446698,7.962566,8
02,000047,120764,105328,15436,EC,223.108925,11.157670,234.266595,89.624447,4.268641,7
02,000048,120254,105477,14777,EC,209.306105,12.212851,221.518956,81.880963,4.514286,9
02,000049,119823,107131,12692,EC,81.248704,9.105001,90.353705,109.829752,11.067615,7
02,000050,119260,106288,12972,EC,89.945680,9.439498,99.385178,105.937837,10.061863,5
02,000051,118944,105570,13374,EC,187.051103,9.997539,197.048642,100.024616,5.074889,11
02,000052,118662,105558,13104,EC,191.215264,9.705489,200.920753,103.034479,4.977087,10
02,000053,118378,105905,12473,EC,151.648364,9.755430,161.403794,102.507014,6.195641,8
02,000054,118087,105665,12422,EC,128.067962,10.152894,138.220856,98.494085,7.234798,7
02,000055,118303,104961,13342,EC,142.587974,11.951618,154.539592,83.670680,6.470834,8
02,000056,118110,103213,14897,EC,128.849526,18.366391,147.215917,54.447278,6.792744,9
02,000057,117646,104370,13276,EC,113.544631,16.348140,129.892771,61.169038,7.698658,7
02,000058,117313,103447,13866,EC,144.182045,18.656212,162.838257,53.601449,6.141063,8
02,000059,117377,104496,12881,EC,96.797007,14.798326,111.595333,67.575211,8.960948,9
02,000060,117264,105299,11965,EC,76.118296,12.065508,88.183804,82.880887,11.339951,8
02,000061,117382,105185,12197,EC,72.545863,12.180920,84.726783,82.095605,11.802643,6
02,000062,117883,105620,12263,EC,63.449514,13.279893,76.729407,75.301812,13.032813,6
02,000063,118156,106594,11562,EC,71.572898,10.722097,82.294995,93.265338,12.151407,7
02,000064,117969,105913,12056,EC,73.879491,11.634582,85.514073,85.950660,11.693982,9
02,000065,118120,106711,11409,EC,74.468663,9.735730,84.204393,102.714434,11.875865,8
02,000066,118041,106353,11688,EC,71.588085,10.057629,81.645714,99.427012,12.248040,8
02,000067,118286,106174,12112,EC,75.554078,10.800564,86.354642,92.587757,11.580153,10
02,000068,118444,106708,11736,EC,99.507266,9.923621,109.430887,100.769669,9.138188,9
02,000069,118622,107017,11605,EC,84.650017,9.608242,94.258259,104.077312,10.609150,11
02,000070,118924,106541,12383,EC,86.447429,11.296380,97.743809,88.523934,10.230827,11
02,000071,119697,106477,13220,EC,84.792465,11.742071,96.534536,85.163852,10.358987,10
02,000072,120143,106359,13784,EC,89.515524,14.068693,103.584217,71.079808,9.653980,13
02,000073,120613,105836,14777,EC,86.829335,13.613825,100.443160,73.454742,9.955880,13
02,000074,120794,105109,15685,EC,96.142560,17.356617,113.499177,57.614914,8.810637,13
02,000075,120834,104944,15890,EC,97.176940,15.707372,112.884312,63.664374,8.858627,16
02,000076,120832,104012,16820,EC,91.952284,19.544915,111.497199,51.164203,8.968835,12
02,000077,121135,103595,17540,EC,78.292136,21.024088,99.316224,47.564489,10.068848,11
02,000078,121430,103240,18190,EC,78.511736,24.791956,103.303692,40.335664,9.680196,12
02,000079,121515,103189,18326,EC,79.050806,28.079414,107.130220,35.613279,9.334434,15
02,000080,121510,103461,18049,EC,84.533065,33.561605,118.094670,29.795953,8.467783,15
02,000081,121532,101567,19965,EC,74.472273,39.627172,114.099445,25.235210,8.764285,14
02,000082,121665,102768,18897,EC,71.637599,43.001321,114.638920,23.255100,8.723041,12
02,000083,121811,101367,20444,EC,71.212272,62.982802,134.195074,15.877350,7.451838,12
02,000084,122188,101070,21118,EC,64.663546,76.505869,141.169415,13.070893,7.083687,10
02,000085,122908,99808,23100,EC,62.722987,92.240778,154.963765,10.841192,6.453121,14
02,000086,123237,99340,23897,EC,83.062498,93.264003,176.326501,10.722250,5.671297,11
02,000087,123219,99911,23308,EC,61.557216,81.828121,143.385337,12.220738,6.974214,13
02,000088,123117,101198,21919,EC,63.318732,66.369496,129.688228,15.067163,7.710800,12
02,000089,123102,101851,21251,EC,66.065533,51.260438,117.325971,19.508222,8.523262,14
02,000090,123366,103490,19876,EC,65.072923,40.934397,106.007320,24.429333,9.433311,17
02,000091,123532,104019,19513,EC,67.275681,33.427062,100.702743,29.915881,9.930216,18
02,000092,123841,104515,19326,EC,68.092965,28.917085,97.010050,34.581632,10.308210,19
02,000093,124174,105868,18306,EC,62.323245,24.953083,87.276328,40.075208,11.457861,18
02,000094,124303,105614,18689,EC,67.629574,23.692658,91.322232,42.207168,10.950236,19
02,000095,124587,105985,18602,EC,61.083714,21.353991,82.437705,46.829654,12.130372,18
02,000096,124810,106250,18560,EC,61.089049,20.945743,82.034792,47.742398,12.189950,19
02,000097,124861,106669,18192,EC,62.429698,20.232218,82.661916,49.426118,12.097469,18
02,000098,125176,105984,19192,EC,67.328866,21.309723,88.638589,46.926936,11.281768,19
02,000099,125386,106245,19141,EC,68.822719,21.116565,89.939284,47.356187,11.118612,20
03,000000,124929,62112,62817,EC,62.248577,128.564791,190.813368,7.778179,5.240723,44
03,000001,125149,66874,58275,EC,60.508100,113.637699,174.145799,8.799897,5.742315,45
03,000002,124872,69146,55726,EC,72.612966,104.936958,177.549924,9.529531,5.632219,48
03,000003,124785,66696,58089,EC,61.582655,114.910905,176.493560,8.702394,5.665929,47
03,000004,124543,64962,59581,EC,53.053121,125.810337,178.863458,7.948472,5.590857,47
03,000005,124264,61673,62591,EC,61.989876,143.710820,205.700696,6.958418,4.861432,45
03,000006,123790,63681,60109,EC,77.131083,155.528830,232.659913,6.429676,4.298119,42
03,000007,123381,64762,58619,EC,55.327691,175.653679,230.981370,5.693021,4.329353,37
03,000008,122617,57990,64627,EC,42.397652,195.597392,237.995044,5.112543,4.201768,34
03,000009,122299,62080,60219,EC,49.055126,209.503684,258.558810,4.773186,3.867592,42
