file,target_points,algorithm,max_n,points,kept_runs,clusters_median,total_mean_ms,total_std_ms,total_min_ms,total_max_ms,build_mean_ms,build_std_ms,build_min_ms,build_max_ms,search_mean_ms,search_std_ms,search_min_ms,search_max_ms,merge_mean_ms,merge_std_ms,merge_min_ms,merge_max_ms,final_mean_ms,final_std_ms,final_min_ms,final_max_ms
seq00_static_2500k.ply,2500000,FECunion,50,2500000,5,642,933.749540,21.405159,916.582125,965.775993,324.279346,5.503748,314.658755,328.587182,509.270795,17.141542,495.201070,530.082243,25.347702,0.095785,25.211120,25.456166,12.162948,0.277593,11.709258,12.419811
seq00_static_2550k.ply,2550000,FEC,0,2550000,5,653,18616.207630,630.285292,17984.413577,19288.409204,332.739660,8.307595,324.184370,341.856910,978.738437,18.344841,953.225305,996.700044,17152.771212,642.546637,16528.509882,17829.604415,99.827024,3.999483,93.929265,105.123654
seq00_static_2550k.ply,2550000,FEC1,0,2550000,5,653,1045.017656,2.070666,1042.977852,1048.262323,328.548256,4.962579,325.535965,337.182847,538.051342,6.094536,528.097151,543.815070,44.495052,0.598707,43.616876,45.234716,84.809840,1.805101,83.189714,87.746294
seq00_static_2550k.ply,2550000,FECunion,0,2550000,5,653,959.251995,15.756380,942.577395,980.575483,332.720793,9.474797,323.166722,346.724525,522.363943,9.975845,516.165089,539.980390,25.681480,0.188655,25.443047,25.924863,12.888180,0.667091,12.215341,13.872533
seq00_static_2550k.ply,2550000,FEC,50,2550000,5,653,19219.300163,175.607338,18984.461815,19414.796945,336.132268,7.712796,328.856928,345.676345,949.339363,19.536976,919.061588,967.229534,17786.870086,167.212854,17568.255364,17985.544200,95.915677,1.575087,94.117477,97.940853
seq00_static_2550k.ply,2550000,FEC1,50,2550000,5,653,1087.729323,29.123602,1037.088702,1108.736553,342.152831,9.535109,325.347197,348.497639,553.354722,16.547322,526.372034,569.344407,45.850225,1.383928,43.881177,47.294385,94.494169,4.353585,88.686102,98.345747
seq00_static_2550k.ply,2550000,FECunion,50,2550000,5,653,993.841124,17.595509,976.790599,1020.060330,352.654727,10.667794,342.802473,369.087137,531.417801,15.458686,510.703236,554.179890,26.710299,0.625266,25.721646,27.367924,12.932187,0.617757,11.886886,13.405411
seq00_static_2600k.ply,2600000,FEC,0,2600000,5,655,18847.291422,244.700092,18658.378239,19220.476314,329.932810,25.257120,292.846613,361.244595,948.416110,20.828208,916.578362,972.235993,17409.713626,268.117685,17187.617113,17829.455822,102.488043,3.536574,98.438792,105.887292
seq00_static_2600k.ply,2600000,FEC1,0,2600000,5,655,1042.328529,13.937859,1021.177102,1058.166070,327.198565,8.902912,316.410726,339.914672,534.831506,7.896878,528.804206,546.413376,44.566223,0.706864,43.747599,45.656800,86.103890,4.879784,81.847002,91.766752
seq00_static_2600k.ply,2600000,FECunion,0,2600000,5,655,952.976553,16.835158,931.453416,977.294870,328.168452,7.682260,321.238167,339.484062,521.800123,5.262516,513.539266,527.419015,25.517887,0.316519,25.252286,25.885111,12.292477,0.249592,12.085181,12.725014
seq00_static_2600k.ply,2600000,FEC,50,2600000,5,655,19626.068706,437.664985,19136.367823,20153.290907,337.000400,14.277766,322.738320,358.216081,978.285759,34.075813,934.211422,1018.863623,18161.521934,403.023964,17698.188242,18656.285839,100.428687,3.391560,96.608874,105.557148
seq00_static_2600k.ply,2600000,FEC1,50,2600000,5,655,1064.514915,8.100119,1057.722790,1078.092268,339.672629,6.263598,333.707412,346.482800,539.169471,7.591267,533.237838,551.926676,44.833696,1.058248,43.978073,46.668590,91.463559,5.586196,84.267162,96.448167
seq00_static_2600k.ply,2600000,FECunion,50,2600000,5,655,972.580181,9.784149,959.764505,982.113666,338.623417,5.907481,333.353680,347.770579,526.202704,12.379909,510.885226,543.175377,26.203863,0.106423,26.089930,26.352975,13.021012,0.679801,12.553768,14.156578
seq00_static_2650k.ply,2650000,FEC,0,2650000,5,671,20305.494546,152.423785,20038.857323,20402.658143,356.852767,10.576602,342.098021,371.753732,1004.507324,14.297721,987.416817,1025.033430,18776.280134,173.115215,18472.714798,18882.067503,105.466002,1.764365,102.441894,106.757270
seq00_static_2650k.ply,2650000,FEC1,0,2650000,5,671,1083.489202,11.105407,1071.544529,1098.059380,342.360471,6.861464,335.361312,353.763559,551.934298,5.270760,547.761505,559.498574,45.935304,0.662874,45.230165,46.942076,91.871692,5.324488,85.297840,96.322669
seq00_static_2650k.ply,2650000,FECunion,0,2650000,5,671,1046.677617,10.638270,1033.423931,1057.663905,367.086642,6.852229,362.211678,378.601100,570.694441,7.151540,562.831772,582.363956,28.132029,0.136473,27.955090,28.317397,13.528877,0.333742,13.356367,14.124229
seq00_static_2650k.ply,2650000,FEC,50,2650000,5,671,20984.543574,304.218024,20637.259406,21393.913014,366.902793,13.054456,344.526321,376.405761,1027.345450,21.774407,994.304227,1048.268909,19439.683054,282.016505,19117.371957,19823.374094,104.672757,3.606291,99.314133,107.460285
seq00_static_2650k.ply,2650000,FEC1,50,2650000,5,671,1077.861007,6.194751,1068.229437,1083.645566,347.793265,5.783845,343.819690,357.598956,542.454280,6.449758,533.956751,551.395409,45.068119,0.906819,43.768567,46.220911,93.297585,6.753672,85.239646,98.798048
seq00_static_2650k.ply,2650000,FECunion,50,2650000,5,671,998.328593,13.148613,983.146177,1017.765599,356.338130,6.655682,350.248866,366.906897,537.313060,12.284305,529.197529,559.032588,26.975739,0.130975,26.822254,27.122183,12.916887,0.056563,12.860974,13.004003
seq00_static_2700k.ply,2700000,FEC,0,2700000,5,695,21375.913355,192.009750,21182.049261,21655.302626,352.829631,8.231806,340.729913,361.639851,1053.742603,19.580166,1029.832752,1069.780852,19814.115994,184.327215,19640.273951,20085.605841,104.389057,3.020081,99.230727,106.555210
seq00_static_2700k.ply,2700000,FEC1,0,2700000,5,695,1105.024153,11.706020,1084.738080,1114.304433,349.357399,2.017264,347.577142,351.669478,562.490770,7.099292,553.822181,573.191054,46.204302,0.987292,44.554930,46.957866,96.310266,4.828373,90.830592,101.832917
seq00_static_2700k.ply,2700000,FECunion,0,2700000,5,695,1008.686680,10.696020,990.474270,1016.715845,354.682190,5.019017,347.467001,359.991845,546.606228,9.368194,536.010587,560.157339,27.097046,0.214928,26.838911,27.427602,13.415991,0.550128,12.766209,13.898379
seq00_static_2700k.ply,2700000,FEC,50,2700000,5,695,21063.944196,286.185060,20749.626033,21502.474394,362.379370,16.584609,333.951963,375.595028,1014.751704,19.207678,994.933582,1035.672616,19534.166568,265.050053,19237.249701,19948.854641,106.087482,4.480090,100.327153,110.556016
seq00_static_2700k.ply,2700000,FEC1,50,2700000,5,695,1014.847422,28.895160,985.790345,1055.027642,327.295781,13.110684,311.650733,345.521713,509.946817,17.196589,483.840236,530.467060,42.811747,1.520579,40.211791,44.173420,86.865724,4.630818,79.239025,90.092445
seq00_static_2700k.ply,2700000,FECunion,50,2700000,5,695,973.454037,12.600462,956.202990,991.185458,347.418188,4.742756,342.943913,354.039106,521.392492,12.722055,510.596892,542.679851,26.460673,0.257096,26.233031,26.747229,13.016437,0.715322,12.394498,14.138318
seq00_static_2750k.ply,2750000,FEC,0,2750000,5,716,21370.101383,184.784100,21162.452082,21659.737461,373.440643,9.829403,360.959381,388.031161,1065.631904,27.301821,1035.199944,1108.895306,19768.673041,191.810720,19586.144422,20080.365308,108.852369,3.971958,102.548579,113.309817
seq00_static_2750k.ply,2750000,FEC1,0,2750000,5,716,1130.861405,11.846367,1121.096733,1150.585665,367.230980,6.292967,357.664225,374.211235,570.179178,8.906279,559.988325,582.141458,47.024667,0.983215,45.939422,48.038580,95.137962,4.809179,89.664295,99.555110
seq00_static_2750k.ply,2750000,FECunion,0,2750000,5,716,1079.169171,13.797907,1062.221468,1092.450721,388.440427,7.510791,383.057868,400.301525,579.555534,7.079447,571.108817,588.584526,29.194266,0.314999,28.761117,29.649179,14.518524,0.513267,13.872329,15.089488
seq00_static_2750k.ply,2750000,FEC,50,2750000,5,716,21536.749864,555.191330,20922.720976,22225.759847,366.845524,16.717805,356.305761,396.567470,1050.211387,26.735066,1010.558396,1074.849562,19972.008087,516.076399,19418.721908,20605.857367,106.246690,4.278398,102.143216,111.129509
seq00_static_2750k.ply,2750000,FEC1,50,2750000,5,716,1169.828374,31.290178,1115.365707,1194.970558,389.185934,13.159019,366.533717,400.413212,581.921359,16.137877,554.102912,595.967825,48.714031,1.557454,46.018846,49.876298,97.396091,5.571883,89.360110,104.857024
seq00_static_2750k.ply,2750000,FECunion,50,2750000,5,716,1041.033445,11.039527,1031.670848,1058.849858,372.942917,7.020668,367.426950,384.739501,562.693971,8.727167,555.108327,577.313132,27.887058,0.220503,27.639661,28.196638,13.318913,0.121380,13.122439,13.455480
seq00_static_2800k.ply,2800000,FEC,0,2800000,5,724,22020.278199,700.188809,21288.629404,23040.222958,388.548877,6.284330,383.310170,397.419013,1099.272729,55.558540,1005.562387,1145.542334,20355.635653,719.219206,19623.216236,21366.426308,110.620084,3.236067,106.241287,114.927744
seq00_static_2800k.ply,2800000,FEC1,0,2800000,5,724,1178.736664,22.770235,1149.497612,1205.548898,385.610521,5.802931,375.661974,390.394737,591.905933,13.880838,569.414959,605.344490,49.039701,1.601785,46.855476,51.218436,98.959095,5.520533,93.022048,107.819219
seq00_static_2800k.ply,2800000,FECunion,0,2800000,5,724,1081.339984,14.095144,1060.647816,1095.867612,383.133470,4.992139,376.774140,388.055384,584.933259,8.093762,573.760514,594.778462,28.735236,0.155538,28.606459,29.004817,14.196409,0.536648,13.781529,15.100514
seq00_static_2800k.ply,2800000,FEC,50,2800000,5,724,22349.498749,544.981037,21521.590213,22940.874267,381.273036,19.852565,364.249785,414.750067,1094.604240,30.997064,1047.773729,1119.086853,20721.984809,514.895279,19946.032840,21305.212412,107.897163,2.835595,103.789580,111.229052
seq00_static_2800k.ply,2800000,FEC1,50,2800000,5,724,1126.222610,8.122936,1113.719963,1135.837664,374.898916,9.160400,366.851796,387.580922,558.085534,2.130395,554.540987,559.557586,46.234405,0.356281,45.760912,46.746553,95.467056,5.109457,90.642751,101.396442
seq00_static_2800k.ply,2800000,FECunion,50,2800000,5,724,1048.624677,41.106262,1016.350805,1118.201782,379.429225,14.475026,368.859470,404.880906,559.570950,23.641545,535.616105,596.921327,28.247265,0.924698,27.337797,29.683529,13.854686,0.661203,13.149116,14.803282
seq00_static_2850k.ply,2850000,FEC,0,2850000,5,729,22190.198872,328.472134,21940.699736,22764.291032,386.678139,7.853490,375.273796,396.045112,1124.508343,42.119305,1071.909029,1172.608880,20497.777245,323.373494,20233.107382,21061.171085,111.106665,1.160221,109.726385,112.390384
seq00_static_2850k.ply,2850000,FEC1,0,2850000,5,729,1198.956875,27.887856,1171.602436,1245.890368,386.384026,13.455020,375.807351,409.808894,604.473988,14.415295,590.488933,628.795088,49.985472,1.289911,48.609207,52.034618,102.975108,7.505907,95.416277,114.383100
seq00_static_2850k.ply,2850000,FECunion,0,2850000,5,729,1130.735831,6.771646,1123.630464,1138.152875,408.382758,6.092029,403.367870,418.705468,605.399210,3.131367,602.510250,609.101253,29.947429,0.207270,29.707674,30.188628,14.438393,0.380997,14.054004,14.870153
seq00_static_2850k.ply,2850000,FEC,50,2850000,5,729,23494.193325,188.231860,23330.965068,23760.446415,400.992911,9.002330,387.005264,408.771001,1141.605343,12.649645,1120.383026,1153.336327,21786.690477,185.688518,21629.014118,22036.379192,115.504245,2.168599,113.685524,119.057893
seq00_static_2850k.ply,2850000,FEC1,50,2850000,5,729,1197.021477,9.836364,1185.847946,1207.693485,401.761362,8.454479,393.327068,411.965594,591.980983,5.600576,585.321687,597.872624,49.175311,0.402260,48.682595,49.709726,100.304981,5.408195,95.854023,107.466885
seq00_static_2850k.ply,2850000,FECunion,50,2850000,5,729,1086.971094,20.140623,1066.622714,1115.298791,391.283282,2.459536,387.576713,393.284122,582.294777,14.545209,567.605701,604.078159,28.930091,0.315609,28.587484,29.402683,14.206838,0.345239,13.915411,14.776172
seq00_static_2900k.ply,2900000,FEC,0,2900000,5,738,23059.938213,326.783948,22505.959026,23273.775682,403.143915,33.608044,343.700109,422.412946,1167.149527,43.906838,1136.660079,1237.734806,21295.616319,275.003019,20834.187760,21512.487894,115.671863,4.706069,108.336710,119.958763
seq00_static_2900k.ply,2900000,FEC1,0,2900000,5,738,1275.601372,7.476738,1267.075022,1285.665500,415.110121,6.114137,409.349038,423.874038,640.522568,7.022571,632.485424,650.389931,52.739187,0.634805,51.899462,53.604158,107.805084,5.908102,101.128301,112.674884
seq00_static_2900k.ply,2900000,FECunion,0,2900000,5,738,1158.630512,7.379432,1150.046609,1169.178913,417.241676,4.309073,415.147817,424.944147,622.136609,4.808236,616.190210,626.227029,30.849746,0.164898,30.672848,31.077377,14.851170,0.187228,14.611711,15.123419
seq00_static_2900k.ply,2900000,FEC,50,2900000,5,738,23095.061223,284.262081,22808.359768,23523.232425,396.245749,18.150577,372.311571,419.496869,1128.439591,43.930174,1078.479625,1191.284259,21405.667508,269.068259,21192.734875,21842.500478,109.395989,4.723716,103.383575,116.385315
seq00_static_2900k.ply,2900000,FEC1,50,2900000,5,738,1209.568950,24.324578,1174.323442,1232.722412,394.286493,4.656438,387.060301,398.419575,606.248919,21.777749,582.548724,634.150817,50.629149,2.192650,48.225369,53.239223,101.693395,6.171628,94.455696,107.061092
seq00_static_2900k.ply,2900000,FECunion,50,2900000,5,738,1177.440831,15.052945,1154.305469,1190.436505,422.718302,4.287071,419.182417,429.664165,631.170037,11.504567,613.476353,642.928398,30.858614,0.239583,30.693460,31.278359,15.117638,0.411232,14.736216,15.808758
seq00_static_2950k.ply,2950000,FEC,0,2950000,5,742,23583.152183,629.063877,22582.579393,24170.968108,411.407903,12.963973,400.877104,427.254191,1190.842522,30.087548,1149.478248,1227.125545,21794.472400,606.367204,20836.014204,22380.034231,115.828534,3.226684,112.849542,119.950678
seq00_static_2950k.ply,2950000,FEC1,0,2950000,5,742,1301.914492,19.415391,1271.640739,1320.985013,426.376420,9.143940,418.477449,440.704735,652.391840,12.481059,637.685626,670.965893,54.274926,1.026206,53.067721,55.894604,106.533729,4.486696,102.902780,112.004039
seq00_static_2950k.ply,2950000,FECunion,0,2950000,5,742,1117.829746,29.554524,1093.192131,1164.999278,402.789580,11.064682,392.875330,418.445387,600.059421,15.772351,584.642467,624.712379,29.389019,0.699520,28.953795,30.615791,14.409850,0.802353,13.551092,15.530816
seq00_static_2950k.ply,2950000,FEC,50,2950000,5,742,24807.128468,234.243874,24605.534909,25090.072550,405.540011,3.554834,399.416595,408.434684,1194.475287,30.658802,1169.562145,1246.902807,23044.295624,213.801431,22849.952747,23323.626958,117.603261,2.430015,115.850045,121.725936
seq00_static_2950k.ply,2950000,FEC1,50,2950000,5,742,1256.454614,13.533925,1242.199081,1278.564776,416.797899,11.636646,400.258831,427.147742,623.148164,3.544777,618.056981,627.613148,51.182475,0.361674,50.745176,51.553513,108.693582,6.938344,99.686205,115.103734
seq00_static_2950k.ply,2950000,FECunion,50,2950000,5,742,1122.723082,11.133353,1113.486470,1137.989889,411.590213,9.262576,401.266452,421.620859,595.327767,3.819216,592.567618,601.722194,30.540736,0.383487,30.146373,31.119748,14.707931,0.997423,13.705698,16.386942
seq00_static_3M.ply,3000000,FEC,0,3000000,5,761,25412.870926,421.956195,24899.114672,25943.594407,421.100643,12.349106,407.969830,439.090045,1195.008527,21.398822,1164.909936,1220.578386,23632.984624,392.540948,23131.265263,24129.715807,116.305508,7.449251,104.251321,122.299890
seq00_static_3M.ply,3000000,FEC1,0,3000000,5,761,1253.324853,32.162121,1218.386225,1302.913365,403.006511,9.857075,397.740722,420.567055,634.108756,17.812401,618.370559,661.513027,51.758079,1.390098,50.523187,53.916194,108.523683,6.628334,97.245870,113.468660
seq00_static_3M.ply,3000000,FECunion,0,3000000,5,761,1182.282884,23.815111,1141.780660,1202.152166,424.729290,6.412790,414.387821,431.787661,634.375640,13.739502,611.329491,647.704440,31.464814,0.615498,30.597123,32.197113,15.521917,0.630012,14.899676,16.347403
seq00_static_3M.ply,3000000,FEC,50,3000000,5,761,25909.569934,185.756738,25701.132527,26175.746444,420.540085,4.571672,414.261947,424.605926,1200.235302,20.171131,1176.597376,1224.964783,24120.945403,188.381725,23905.016333,24383.275536,119.111380,1.865277,117.334999,121.671215
seq00_static_3M.ply,3000000,FEC1,50,3000000,5,761,1306.669776,12.881762,1288.702535,1319.406580,434.090025,6.958771,426.724847,445.595378,647.114016,12.859601,627.848148,660.255099,53.669886,1.412391,51.843017,55.299457,112.371081,6.103566,105.185206,117.306785
seq00_static_3M.ply,3000000,FECunion,50,3000000,5,761,1162.217246,14.407649,1146.475122,1180.922990,423.638242,12.613618,405.929627,436.619286,619.100584,7.800075,612.990278,631.652631,31.451408,0.671518,30.440817,32.105356,15.041819,0.182589,14.752236,15.187803
